"","row","column","cor","p"
"403","Fireplaces","WoodDeckSF",0.200018795759024,1.22124532708767e-14
"404","GarageYrBlt","WoodDeckSF",0.224576991987928,0
"405","GarageCars","WoodDeckSF",0.22634213846986,0
"406","GarageArea","WoodDeckSF",0.224666307178763,0
"407","Id","OpenPorchSF",-0.000476911324791092,0.985473599229957
"408","MSSubClass","OpenPorchSF",-0.00610012123194218,0.815848506036339
"409","LotFrontage","OpenPorchSF",0.0696049521475414,0.00780129636335269
"410","LotArea","OpenPorchSF",0.0847738088402164,0.0011858323836067
"411","OverallQual","OpenPorchSF",0.308818823359451,0
"412","OverallCond","OpenPorchSF",-0.0325888135215853,0.213322651771143
"413","YearBuilt","OpenPorchSF",0.188685840001727,3.62376795237651e-13
"414","YearRemodAdd","OpenPorchSF",0.226297632682918,0
"415","MasVnrArea","OpenPorchSF",0.122528331831902,2.65963943268943e-06
"416","BsmtFinSF1","OpenPorchSF",0.111760613356751,1.86788874896315e-05
"417","BsmtFinSF2","OpenPorchSF",0.00309256220989438,0.906015594027125
"418","BsmtUnfSF","OpenPorchSF",0.129005414615421,7.58523205135475e-07
"419","TotalBsmtSF","OpenPorchSF",0.247263746288108,0
"420","X1stFlrSF","OpenPorchSF",0.211671225497984,4.44089209850063e-16
"421","X2ndFlrSF","OpenPorchSF",0.208026063181358,8.88178419700125e-16
"422","LowQualFinSF","OpenPorchSF",0.0182510390539991,0.48590796173926
"423","GrLivArea","OpenPorchSF",0.330223961712,0
"424","BsmtFullBath","OpenPorchSF",0.0673414613769818,0.0100579160262155
"425","BsmtHalfBath","OpenPorchSF",-0.0253237578890577,0.333571167162047
"426","FullBath","OpenPorchSF",0.259977425468249,0
"427","HalfBath","OpenPorchSF",0.199740147512793,1.33226762955019e-14
"428","BedroomAbvGr","OpenPorchSF",0.0938095716059144,0.000331559333909048
"429","KitchenAbvGr","OpenPorchSF",-0.070090609892586,0.00738071201852564
"430","TotRmsAbvGrd","OpenPorchSF",0.234191587831599,0
"431","Fireplaces","OpenPorchSF",0.169405327131202,7.29012405997764e-11
"432","GarageYrBlt","OpenPorchSF",0.228424578771969,0
"433","GarageCars","OpenPorchSF",0.213569445589692,0
"434","GarageArea","OpenPorchSF",0.241434672138088,0
"435","WoodDeckSF","OpenPorchSF",0.0586606085658874,0.0249982866405527
"436","Id","EnclosedPorch",0.00288921786575011,0.912169447104868
"437","MSSubClass","EnclosedPorch",-0.0120366219020947,0.645845427808362
"438","LotFrontage","EnclosedPorch",0.0273661048744428,0.296042617795181
"439","LotArea","EnclosedPorch",-0.0183397336722124,0.483790594331413
"440","OverallQual","EnclosedPorch",-0.113936858595682,1.27699597689546e-05
"441","OverallCond","EnclosedPorch",0.0703561844823037,0.00715941978788703
"442","YearBuilt","EnclosedPorch",-0.387267782928072,0
"443","YearRemodAdd","EnclosedPorch",-0.193919147099139,7.7715611723761e-14
"444","MasVnrArea","EnclosedPorch",-0.109906797260216,2.56853852360628e-05
"445","BsmtFinSF1","EnclosedPorch",-0.102303305500732,9.00549606934753e-05
"446","BsmtFinSF2","EnclosedPorch",0.0365433394482101,0.162838230177655
"447","BsmtUnfSF","EnclosedPorch",-0.00253785458975151,0.922815030731941
"448","TotalBsmtSF","EnclosedPorch",-0.0954777367064078,0.000258767027689677
"449","X1stFlrSF","EnclosedPorch",-0.0652917009103091,0.0125844134310216
"450","X2ndFlrSF","EnclosedPorch",0.0619886907732521,0.0178442528605722
"451","LowQualFinSF","EnclosedPorch",0.0610812377712269,0.0195909368662646
"452","GrLivArea","EnclosedPorch",0.00911321032600306,0.727897069075944
"453","BsmtFullBath","EnclosedPorch",-0.0499106490837532,0.0565674640228937
"454","BsmtHalfBath","EnclosedPorch",-0.00855533386857803,0.743951656650951
"455","FullBath","EnclosedPorch",-0.115092963461342,1.04047494506876e-05
"456","HalfBath","EnclosedPorch",-0.0953165257360899,0.000265086300303086
"457","BedroomAbvGr","EnclosedPorch",0.0415704345195982,0.112347422843261
"458","KitchenAbvGr","EnclosedPorch",0.0373123850329695,0.154163181660663
"459","TotRmsAbvGrd","EnclosedPorch",0.00415129902385641,0.874074059060083
"460","Fireplaces","EnclosedPorch",-0.0248218685370685,0.343243529354694
"461","GarageYrBlt","EnclosedPorch",-0.297002603055717,0
"462","GarageCars","EnclosedPorch",-0.151434160026837,6.06701044958413e-09
"463","GarageArea","EnclosedPorch",-0.121776719561004,3.06413264139493e-06
"464","WoodDeckSF","EnclosedPorch",-0.125988888037601,1.37110507036908e-06
"465","OpenPorchSF","EnclosedPorch",-0.093079317508649,0.000369103289500572
"466","Id","X3SsnPorch",-0.0466347888674276,0.0748543499230869
"467","MSSubClass","X3SsnPorch",-0.0438245491756085,0.094149536862485
"468","LotFrontage","X3SsnPorch",0.0234987244183133,0.369590946279641
"469","LotArea","X3SsnPorch",0.0204228295861334,0.435527344728578
"470","OverallQual","X3SsnPorch",0.0303705671352646,0.246158214400472
"471","OverallCond","X3SsnPorch",0.0255036600241323,0.33014730315656
"472","YearBuilt","X3SsnPorch",0.0313545130643632,0.231180877397956
"473","YearRemodAdd","X3SsnPorch",0.0452858098149611,0.0836707082007846
"474","MasVnrArea","X3SsnPorch",0.0191437843295132,0.464825920996348
"475","BsmtFinSF1","X3SsnPorch",0.026450506189899,0.312503205198269
"476","BsmtFinSF2","X3SsnPorch",-0.029993397993921,0.25207571141004
"477","BsmtUnfSF","X3SsnPorch",0.0207640056965479,0.427895830522999
"478","TotalBsmtSF","X3SsnPorch",0.0373837272630049,0.153376552577453
"479","X1stFlrSF","X3SsnPorch",0.0561043744848753,0.0320651499791271
"480","X2ndFlrSF","X3SsnPorch",-0.0243576484220479,0.352347646489704
"481","LowQualFinSF","X3SsnPorch",-0.00429561041030011,0.869734908391707
"482","GrLivArea","X3SsnPorch",0.0206431897101864,0.430589338915293
"483","BsmtFullBath","X3SsnPorch",-0.000106091539983967,0.9967683529438
"484","BsmtHalfBath","X3SsnPorch",0.0351136308867724,0.179935289728289
"485","FullBath","X3SsnPorch",0.0353530165838529,0.176983298310708
"486","HalfBath","X3SsnPorch",-0.00497248841731605,0.849436896431654
"487","BedroomAbvGr","X3SsnPorch",-0.0244777963661143,0.349976829251218
"488","KitchenAbvGr","X3SsnPorch",-0.0246003586905317,0.347568814173322
"489","TotRmsAbvGrd","X3SsnPorch",-0.00668324101093962,0.798606932179812
"490","Fireplaces","X3SsnPorch",0.0112572389927749,0.667352990309631
"491","GarageYrBlt","X3SsnPorch",0.0235436895736653,0.382324926474344
"492","GarageCars","X3SsnPorch",0.0357652851464538,0.171984129707729
"493","GarageArea","X3SsnPorch",0.0350867002081597,0.180269660032649
"494","WoodDeckSF","X3SsnPorch",-0.0327706335935744,0.21077844845034
"495","OpenPorchSF","X3SsnPorch",-0.00584249934013574,0.823494815319744
"496","EnclosedPorch","X3SsnPorch",-0.037305282788046,0.154241659298068
"497","Id","ScreenPorch",0.00133020863017279,0.959497888183058
"498","MSSubClass","ScreenPorch",-0.0260301766998066,0.320257836156078
"499","LotFrontage","ScreenPorch",0.0229687320109966,0.38048771624836
"500","LotArea","ScreenPorch",0.0431603776952519,0.0992477749456364
"501","OverallQual","ScreenPorch",0.0648863604935153,0.0131458188689948
"502","OverallCond","ScreenPorch",0.0548105287861152,0.0362521580475497
"503","YearBuilt","ScreenPorch",-0.0503644345386113,0.0543551933783992
"504","YearRemodAdd","ScreenPorch",-0.0387400107425955,0.138995705353214
"505","MasVnrArea","ScreenPorch",0.0622477111932162,0.0173713796256973
"506","BsmtFinSF1","ScreenPorch",0.06202062266535,0.0177853548822751
"507","BsmtFinSF2","ScreenPorch",0.0888712513733905,0.000674880150629331
"508","BsmtUnfSF","ScreenPorch",-0.0125792734442568,0.63104204149723
"509","TotalBsmtSF","ScreenPorch",0.0844889859143115,0.00123214055699394
"510","X1stFlrSF","ScreenPorch",0.0887580726201567,0.00068568678083647
"511","X2ndFlrSF","ScreenPorch",0.040606447641001,0.120930225351751
"512","LowQualFinSF","ScreenPorch",0.0267994130217725,0.306160891080683
"513","GrLivArea","ScreenPorch",0.101510395682086,0.00010215116058987
"514","BsmtFullBath","ScreenPorch",0.0231477257635738,0.376785707977144
"515","BsmtHalfBath","ScreenPorch",0.0321214072090834,0.219964497795819
"516","FullBath","ScreenPorch",-0.00810609332811184,0.756961604573562
"517","HalfBath","ScreenPorch",0.0724258451703808,0.00562883925735291
"518","BedroomAbvGr","ScreenPorch",0.0442996911271347,0.0906326831069091
"519","KitchenAbvGr","ScreenPorch",-0.0516133660614798,0.0486359748909027
"520","TotRmsAbvGrd","ScreenPorch",0.0593825995594108,0.0232643698446062
"521","Fireplaces","ScreenPorch",0.184530269516849,1.19504406370652e-12
"522","GarageYrBlt","ScreenPorch",-0.075417513761902,0.0050775444517428
"523","GarageCars","ScreenPorch",0.0504937919271983,0.0537379287579292
"524","GarageArea","ScreenPorch",0.0514117624452085,0.0495234765523205
"525","WoodDeckSF","ScreenPorch",-0.0741813512398324,0.00456902146302118
"526","OpenPorchSF","ScreenPorch",0.0743039438502431,0.004502234600956
"527","EnclosedPorch","ScreenPorch",-0.0828642448326034,0.00152976163536778
"528","X3SsnPorch","ScreenPorch",-0.0314358470390957,0.22997242086642
"529","Id","PoolArea",0.0570439047892524,0.0292906468836955
"530","MSSubClass","PoolArea",0.00828270757962444,0.751838436031625
"531","LotFrontage","PoolArea",0.114106358602384,1.23936737161934e-05
"532","LotArea","PoolArea",0.0776723918801745,0.00297990466808606
"533","OverallQual","PoolArea",0.0651658436058917,0.0127564150657706
"534","OverallCond","PoolArea",-0.00198494226818439,0.939594405526955
"535","YearBuilt","PoolArea",0.00494972761594316,0.850117901150829
"536","YearRemodAdd","PoolArea",0.00582937203710596,0.823884893482324
"537","MasVnrArea","PoolArea",0.0119283940295965,0.648814936818935
"538","BsmtFinSF1","PoolArea",0.140491286254957,7.0331849455485e-08
"539","BsmtFinSF2","PoolArea",0.0417090546813336,0.111153696282769
"540","BsmtUnfSF","PoolArea",-0.035092240793658,0.180200830680352
"541","TotalBsmtSF","PoolArea",0.126053132100838,1.35411676760455e-06
"542","X1stFlrSF","PoolArea",0.131524975640283,4.57857083357993e-07
"543","X2ndFlrSF","PoolArea",0.0814868780490996,0.00183244186335219
"544","LowQualFinSF","PoolArea",0.0621573722691894,0.0175350426104379
"545","GrLivArea","PoolArea",0.170205336000562,5.91842130859277e-11
"546","BsmtFullBath","PoolArea",0.067615556180475,0.00975678677482739
"547","BsmtHalfBath","PoolArea",0.020024629838517,0.44453279392708
"548","FullBath","PoolArea",0.0496038255840338,0.0581052986589048
"549","HalfBath","PoolArea",0.02238149805541,0.392789017260258
"550","BedroomAbvGr","PoolArea",0.0707025835654747,0.0068797277386663
"551","KitchenAbvGr","PoolArea",-0.014525116015981,0.579197163591233
"552","TotRmsAbvGrd","PoolArea",0.0837573495149244,0.00135884777339879
"553","Fireplaces","PoolArea",0.0950735220361988,0.000274885407757441
"554","GarageYrBlt","PoolArea",-0.0145006785637042,0.590562504841241
"555","GarageCars","PoolArea",0.0209335310414654,0.424132949952646
"556","GarageArea","PoolArea",0.06104727170206,0.0196591159878285
"557","WoodDeckSF","PoolArea",0.0733782069564541,0.00502919095185339
"558","OpenPorchSF","PoolArea",0.0607621114899259,0.0202397206467504
"559","EnclosedPorch","PoolArea",0.0542025622921398,0.038375107508535
"560","X3SsnPorch","PoolArea",-0.00799154887286894,0.76029000124436
"561","ScreenPorch","PoolArea",0.0513073945179056,0.0499882321956646
"562","Id","MiscVal",-0.00624240484830241,0.811632924603017
"563","MSSubClass","MiscVal",-0.00768329132986593,0.769269138767259
"564","LotFrontage","MiscVal",-0.0596057301030129,0.0227500478088727
"565","LotArea","MiscVal",0.0380676920191833,0.145989119117363
"566","OverallQual","MiscVal",-0.0314062105007464,0.230412238435908
"567","OverallCond","MiscVal",0.0687768060572501,0.00856815889389173
"568","YearBuilt","MiscVal",-0.0343831387367217,0.189169180587407
"569","YearRemodAdd","MiscVal",-0.0102862487830784,0.694533118099241
"570","MasVnrArea","MiscVal",-0.0295122486574665,0.259767404213275
"571","BsmtFinSF1","MiscVal",0.00357147347495471,0.891545103400531
"572","BsmtFinSF2","MiscVal",0.0049397812284377,0.850415532845694
"573","BsmtUnfSF","MiscVal",-0.0238366451345078,0.362745441884096
"574","TotalBsmtSF","MiscVal",-0.018478922431472,0.480477908497645
"575","X1stFlrSF","MiscVal",-0.0210957194631223,0.420551082872828
"576","X2ndFlrSF","MiscVal",0.0161968746043885,0.536316838957488
"577","LowQualFinSF","MiscVal",-0.00379287077999646,0.884867376043298
"578","GrLivArea","MiscVal",-0.00241563955029365,0.926521233366598
"579","BsmtFullBath","MiscVal",-0.023047024868617,0.378865698762739
"580","BsmtHalfBath","MiscVal",-0.00736652454362545,0.778528443565134
"581","FullBath","MiscVal",-0.0142898449708481,0.585358524003673
"582","HalfBath","MiscVal",0.00129014484928399,0.960716747343919
"583","BedroomAbvGr","MiscVal",0.00776697199871767,0.766828515778794
"584","KitchenAbvGr","MiscVal",0.0623407240043793,0.0172042721672241
"585","TotRmsAbvGrd","MiscVal",0.0247628841635841,0.344391910701971
"586","Fireplaces","MiscVal",0.00140860544304518,0.957113100597979
"587","GarageYrBlt","MiscVal",-0.0324174578212594,0.228959592983654
"588","GarageCars","MiscVal",-0.0430801281022306,0.0998784045481704
"589","GarageArea","MiscVal",-0.0273999144126249,0.295446099345815
"590","WoodDeckSF","MiscVal",-0.00955122823837248,0.715374438113278
"591","OpenPorchSF","MiscVal",-0.0185837389876493,0.477991453037784
"592","EnclosedPorch","MiscVal",0.0183606001394477,0.483293185974107
"593","X3SsnPorch","MiscVal",0.000353965277939405,0.989218186531284
"594","ScreenPorch","MiscVal",0.0319457607749081,0.222498361374357
"595","PoolArea","MiscVal",0.0296686508540218,0.2572495388778
"596","Id","MoSold",0.0211721765503935,0.418868731278731
"597","MSSubClass","MoSold",-0.0135846432383227,0.604006343566209
"598","LotFrontage","MoSold",0.0189419429708998,0.469547438384672
"599","LotArea","MoSold",0.00120498822258766,0.963307765916216
"600","OverallQual","MoSold",0.0708151717851737,0.00679095584091494
"601","OverallCond","MoSold",-0.00351083859994024,0.89337531820462
"602","YearBuilt","MoSold",0.0123984705954339,0.635958269699621
"603","YearRemodAdd","MoSold",0.0214900022268607,0.411917861835111
"604","MasVnrArea","MoSold",-0.00672320393463994,0.797428797645081
"605","BsmtFinSF1","MoSold",-0.0157269482621547,0.548207514297396
"606","BsmtFinSF2","MoSold",-0.0152107379720067,0.561417534297511
"607","BsmtUnfSF","MoSold",0.0348884430090821,0.182745418344751
"608","TotalBsmtSF","MoSold",0.0131961786167789,0.614391144881545
"609","X1stFlrSF","MoSold",0.0313715603520794,0.230927216997654
"610","X2ndFlrSF","MoSold",0.035164427361791,0.179305856162968
"611","LowQualFinSF","MoSold",-0.0221739605795378,0.397193441278317
"612","GrLivArea","MoSold",0.0502396808182726,0.0549560768969293
"613","BsmtFullBath","MoSold",-0.0253608943152599,0.33286252565055
"614","BsmtHalfBath","MoSold",0.0328727052340907,0.209359809119996
"615","FullBath","MoSold",0.0558721289917231,0.0327846955735325
"616","HalfBath","MoSold",-0.00904988821265021,0.729713516836383
"617","BedroomAbvGr","MoSold",0.0465438599362822,0.0754237811995009
"618","KitchenAbvGr","MoSold",0.0265889072309156,0.309977123983193
"619","TotRmsAbvGrd","MoSold",0.0369070771598442,0.158690393169721
"620","Fireplaces","MoSold",0.0463571024977197,0.0766044055044417
"621","GarageYrBlt","MoSold",0.00533702576038483,0.843036030386264
"622","GarageCars","MoSold",0.040521730128252,0.121708360168034
"623","GarageArea","MoSold",0.0279737998235409,0.285443417626118
"624","WoodDeckSF","MoSold",0.0210110442942974,0.422418881964148
"625","OpenPorchSF","MoSold",0.0712548847586894,0.00645402571458709
"626","EnclosedPorch","MoSold",-0.0288872657071424,0.269998647154889
"627","X3SsnPorch","MoSold",0.0294737952499402,0.260389054124512
"628","ScreenPorch","MoSold",0.023216991793307,0.375359101289331
"629","PoolArea","MoSold",-0.0337366402627913,0.197628384374857
"630","MiscVal","MoSold",-0.00649455022128214,0.804175813690398
"631","Id","YrSold",0.00071179401698839,0.97832069793963
"632","MSSubClass","YrSold",-0.0214070378494806,0.413725675303447
"633","LotFrontage","YrSold",-0.0120939601824442,0.644274483220947
"634","LotArea","YrSold",-0.0142614072974045,0.58610531518907
"635","OverallQual","YrSold",-0.0273467083254353,0.296385203995786
"636","OverallCond","YrSold",0.0439497456887628,0.0932124327585138
"637","YearBuilt","YrSold",-0.0136176800000831,0.603126818397836
"638","YearRemodAdd","YrSold",0.035743247124238,0.172248663755081
"639","MasVnrArea","YrSold",-0.00831662258027355,0.750855881950424
"640","BsmtFinSF1","YrSold",0.0143589223926681,0.583546348758117
"641","BsmtFinSF2","YrSold",0.0317056369822264,0.225996048208161
"642","BsmtUnfSF","YrSold",-0.0412581949353069,0.115073255961152
"643","TotalBsmtSF","YrSold",-0.0149686480177184,0.567665248820459
"644","X1stFlrSF","YrSold",-0.0136037705033153,0.603497055501308
"645","X2ndFlrSF","YrSold",-0.0286999139328602,0.273118752927068
"646","LowQualFinSF","YrSold",-0.0289208797798766,0.269441441721878
"647","GrLivArea","YrSold",-0.0365258196212506,0.163040058048077
"648","BsmtFullBath","YrSold",0.0670491376658369,0.0103881573308144
"649","BsmtHalfBath","YrSold",-0.0465238817701628,0.0755493641366183
"650","FullBath","YrSold",-0.0196688406899098,0.452668128199898
"651","HalfBath","YrSold",-0.0102686688672974,0.695028983646469
"652","BedroomAbvGr","YrSold",-0.0360138928310553,0.169020965375571
"653","KitchenAbvGr","YrSold",0.031687206498169,0.226266120928799
"654","TotRmsAbvGrd","YrSold",-0.0345163542995143,0.18745973493219
"655","Fireplaces","YrSold",-0.02409556497866,0.357554341594381
"656","GarageYrBlt","YrSold",-0.00101427786496266,0.96998193090315
"657","GarageCars","YrSold",-0.0391169041094835,0.135189628183786
"658","GarageArea","YrSold",-0.0273779404161123,0.295833705921429
"659","WoodDeckSF","YrSold",0.0222704510073357,0.395142002130496
"660","OpenPorchSF","YrSold",-0.0576193601372864,0.0276952630647731
"661","EnclosedPorch","YrSold",-0.00991593695468717,0.705005563492599
"662","X3SsnPorch","YrSold",0.0186449254031811,0.476543245571894
"663","ScreenPorch","YrSold",0.0106941060028692,0.683065987543292
"664","PoolArea","YrSold",-0.0596889316702951,0.0225608078643997
"665","MiscVal","YrSold",0.00490626245225619,0.851418691753883
"666","MoSold","YrSold",-0.145721412663391,2.23027387669106e-08
"667","Id","SalePrice",-0.0219167194434311,0.402693799755773
"668","MSSubClass","SalePrice",-0.0842841351265951,0.00126647168474947
"669","LotFrontage","SalePrice",0.209623944799484,4.44089209850063e-16
"670","LotArea","SalePrice",0.263843353871406,0
"671","OverallQual","SalePrice",0.790981600583805,0
"672","OverallCond","SalePrice",-0.0778558940486785,0.00291235126791545
"673","YearBuilt","SalePrice",0.52289733287949,0
"674","YearRemodAdd","SalePrice",0.507100967111216,0
"675","MasVnrArea","SalePrice",0.472614499004574,0
"676","BsmtFinSF1","SalePrice",0.386419806242153,0
"677","BsmtFinSF2","SalePrice",-0.0113781214502151,0.663998650834092
"678","BsmtUnfSF","SalePrice",0.214479105546969,0
"679","TotalBsmtSF","SalePrice",0.613580551559195,0
"680","X1stFlrSF","SalePrice",0.605852184691914,0
"681","X2ndFlrSF","SalePrice",0.319333802832068,0
"682","LowQualFinSF","SalePrice",-0.0256061300006796,0.328207309840531
"683","GrLivArea","SalePrice",0.708624477612652,0
"684","BsmtFullBath","SalePrice",0.227122233131494,0
"685","BsmtHalfBath","SalePrice",-0.016844154297359,0.520153635727757
"686","FullBath","SalePrice",0.560663762748446,0
"687","HalfBath","SalePrice",0.284107675594783,0
"688","BedroomAbvGr","SalePrice",0.168213154300739,9.9274810594352e-11
"689","KitchenAbvGr","SalePrice",-0.135907370842141,1.86042603100844e-07
"690","TotRmsAbvGrd","SalePrice",0.533723155582029,0
"691","Fireplaces","SalePrice",0.466928836751528,0
"692","GarageYrBlt","SalePrice",0.486361677487845,0
"693","GarageCars","SalePrice",0.640409197258352,0
"694","GarageArea","SalePrice",0.623431438918361,0
"695","WoodDeckSF","SalePrice",0.32441344456813,0
"696","OpenPorchSF","SalePrice",0.315856227116055,0
"697","EnclosedPorch","SalePrice",-0.128577957925957,8.2557704761399e-07
"698","X3SsnPorch","SalePrice",0.0445836653357484,0.0885817035805618
"699","ScreenPorch","SalePrice",0.111446571142911,1.97214001946833e-05
"700","PoolArea","SalePrice",0.0924035494918732,0.000407348960119513
"701","MiscVal","SalePrice",-0.0211895796403032,0.418486349408036
"702","MoSold","SalePrice",0.0464322452238194,0.0761275785060462
"703","YrSold","SalePrice",-0.0289225851663322,0.269413193320565
